Time (s),1_pre,,,Time (s),1_post,,,Time (s),2_pre,,,Time (s),2_post,3_post,,,Time (s),3_pre,,,Time (s),4_pre,4_post,,,Time (s),5_pre,5_post,6_pre,,,Time (s),6_post,7_pre,7_post,8_pre,8_post,,,Time (s),9_pre,,,Time (s),9_post,,,Time (s),10_pre,,,Time (s),10_post,,,Time (s),11_pre,,,Time (s),11_post
3.61,-0.0273,,,3.61,0.1138,,,3.61,0.0214,,,3.61,-0.0194,0.0309,,,3.61,-0.0211,,,3.61,0.0172,-0.0024,,,3.61,-0.0485,-0.1577,-0.0056,,,3.61,0.1586,0.0795,-0.0918,-0.081,-0.0531,,,3.61,-0.0507,,,3.61,0.1339,,,3.61,-0.2346,,,3.61,-0.0408,,,3.61,0.0155,,,3.61,0.0361
3.62,-0.0325,,,3.62,-0.0348,,,3.62,0.0519,,,3.62,-0.0543,0.0348,,,3.62,-0.011,,,3.62,0.0225,-0.0153,,,3.62,-0.012,-0.1517,-0.0082,,,3.62,0.1655,0.0119,0.0757,0.0137,0.0259,,,3.62,-0.0978,,,3.62,0.0809,,,3.62,-0.1841,,,3.62,0.0467,,,3.62,0.0298,,,3.62,-0.0162
3.63,0.0104,,,3.63,-0.0676,,,3.63,-0.0233,,,3.63,0.0139,0.0205,,,3.63,0.0083,,,3.63,0.015,0.0062,,,3.63,-0.0095,-0.0979,-0.0069,,,3.63,0.1722,-0.0959,0.0312,-0.0338,0.1069,,,3.63,-0.047,,,3.63,-0.143,,,3.63,-0.227,,,3.63,-0.0048,,,3.63,-0.0324,,,3.63,-0.0306
3.64,0.0135,,,3.64,-0.0898,,,3.64,-0.0359,,,3.64,-0.0712,0.0023,,,3.64,0.0684,,,3.64,0.0713,-0.0118,,,3.64,0.0354,-0.0683,0.0027,,,3.64,0.129,-0.1067,0.1382,-0.0279,-0.0674,,,3.64,0.2514,,,3.64,-0.0392,,,3.64,-0.2252,,,3.64,-0.0122,,,3.64,0.0069,,,3.64,-0.0067
3.65,0.0251,,,3.65,-0.0978,,,3.65,-0.0467,,,3.65,-0.0361,0.0104,,,3.65,0.0265,,,3.65,0.0485,0.0111,,,3.65,0.0704,-0.0138,0.0059,,,3.65,0.1589,0.0454,-0.0381,0.1149,0.0069,,,3.65,0.1366,,,3.65,-0.3055,,,3.65,-0.2088,,,3.65,-0.0486,,,3.65,-0.0366,,,3.65,0.0081
3.66,0.0757,,,3.66,-0.1414,,,3.66,-0.0026,,,3.66,0.0121,0.0846,,,3.66,0.0405,,,3.66,0.0275,0.0115,,,3.66,0.0183,0.0132,-0.04,,,3.66,0.1235,0,0.0026,-0.0567,0.0567,,,3.66,-0.0363,,,3.66,0.0277,,,3.66,-0.2294,,,3.66,0.0812,,,3.66,-0.0597,,,3.66,-0.0784
3.67,0.0155,,,3.67,0.0076,,,3.67,-0.021,,,3.67,0.0233,0.0659,,,3.67,-0.051,,,3.67,0.0394,0.0083,,,3.67,0.0143,-0.0347,0.0022,,,3.67,0.1515,-0.0625,-0.0812,-0.0251,-0.1468,,,3.67,-0.0392,,,3.67,-0.3815,,,3.67,-0.175,,,3.67,0.0256,,,3.67,-0.0163,,,3.67,-0.0366
3.68,-0.0229,,,3.68,-0.0585,,,3.68,-0.0419,,,3.68,-0.0186,0.032,,,3.68,-0.0419,,,3.68,0.0382,-0.0499,,,3.68,0.0524,0.042,-0.0282,,,3.68,0.1215,0.0942,-0.1437,0.0476,-0.0715,,,3.68,-0.1357,,,3.68,-0.0392,,,3.68,-0.1945,,,3.68,-0.0178,,,3.68,-0.0466,,,3.68,0.008
3.69,-0.059,,,3.69,-0.0957,,,3.69,-0.0245,,,3.69,-0.0207,0.104,,,3.69,0.0063,,,3.69,0.0233,0.0334,,,3.69,0.0286,0.173,-0.0517,,,3.69,0.0913,0.0603,-0.0397,-0.1623,0.0604,,,3.69,-0.0236,,,3.69,0.2249,,,3.69,-0.1652,,,3.69,0.0137,,,3.69,-0.0712,,,3.69,-0.0047
3.7,0.0248,,,3.7,-0.1069,,,3.7,-0.0403,,,3.7,-0.0041,0.0541,,,3.7,0.0176,,,3.7,0.0424,-0.0133,,,3.7,-0.014,0.1756,-0.0476,,,3.7,0.062,-0.0368,0.0506,-0.011,-0.0668,,,3.7,0.2649,,,3.7,-0.2021,,,3.7,-0.1999,,,3.7,0.086,,,3.7,0.0341,,,3.7,-0.039
3.71,-0.0079,,,3.71,-0.0903,,,3.71,-0.0286,,,3.71,-0.0027,0.078,,,3.71,-0.046,,,3.71,0.0632,-0.0322,,,3.71,-0.0242,0.1437,-0.089,,,3.71,0.0543,-0.0543,0.1386,0.0222,0.0517,,,3.71,0.0402,,,3.71,-0.0385,,,3.71,-0.1743,,,3.71,0.0613,,,3.71,-0.0705,,,3.71,-0.0088
3.72,-0.0803,,,3.72,-0.0776,,,3.72,-0.007,,,3.72,-0.0012,-0.0106,,,3.72,0.0664,,,3.72,0.0925,0.0236,,,3.72,0.0393,0.2791,-0.0458,,,3.72,0.0713,0.1096,0.0267,-0.1341,-0.0352,,,3.72,0.0505,,,3.72,-0.1421,,,3.72,-0.1275,,,3.72,0.0654,,,3.72,-0.0984,,,3.72,-0.0037
3.73,-0.0441,,,3.73,-0.0691,,,3.73,0.0176,,,3.73,-0.0946,-0.0595,,,3.73,-0.0171,,,3.73,0.0548,-0.0257,,,3.73,0.0225,0.1852,-0.054,,,3.73,0.0203,-0.0331,0.1353,-0.1232,-0.0826,,,3.73,-0.1333,,,3.73,0.194,,,3.73,-0.1922,,,3.73,0.0655,,,3.73,-0.0252,,,3.73,0.0181
3.74,0.0449,,,3.74,-0.0093,,,3.74,0.0034,,,3.74,0.0137,-0.0297,,,3.74,-0.0136,,,3.74,0.0413,-0.0193,,,3.74,0.0577,0.1125,-0.0046,,,3.74,0.0305,0.0595,0.0495,0.1496,0.0889,,,3.74,0.0331,,,3.74,0.0905,,,3.74,-0.0992,,,3.74,0.0626,,,3.74,0.0368,,,3.74,0.0026
3.75,-0.0908,,,3.75,0.0733,,,3.75,0.0433,,,3.75,-0.0078,-0.0868,,,3.75,-0.0425,,,3.75,0.0236,-0.0194,,,3.75,0.0504,0.1035,0.0046,,,3.75,0.0175,0.0613,-0.0391,0.0089,-0.136,,,3.75,-0.0988,,,3.75,0.2421,,,3.75,-0.074,,,3.75,0.0749,,,3.75,0.0621,,,3.75,0.0139
3.76,0.0633,,,3.76,-0.0302,,,3.76,-0.0014,,,3.76,-0.0795,-0.0414,,,3.76,-0.0029,,,3.76,0.0691,-0.0041,,,3.76,0.0972,0.1103,-0.0012,,,3.76,-0.0015,0.0806,0.0986,0.0737,0.024,,,3.76,-0.135,,,3.76,0.2896,,,3.76,-0.0742,,,3.76,0.0329,,,3.76,-0.0001,,,3.76,0.0077
3.77,0.0482,,,3.77,-0.1197,,,3.77,-0.0278,,,3.77,-0.029,-0.0953,,,3.77,-0.0531,,,3.77,0.0097,0.0111,,,3.77,0.0637,0.0844,0.0324,,,3.77,-0.0045,-0.0666,0.0613,0.1305,0.0878,,,3.77,0.0073,,,3.77,-0.0298,,,3.77,-0.0725,,,3.77,0.1261,,,3.77,0.0035,,,3.77,0.0079
3.78,0.0033,,,3.78,-0.0389,,,3.78,-0.0232,,,3.78,-0.0408,-0.1013,,,3.78,-0.0678,,,3.78,-0.0134,-0.0547,,,3.78,0.0496,0.0697,0.0262,,,3.78,0.0341,0.0474,0.0611,-0.0371,0.0769,,,3.78,0.1314,,,3.78,-0.0797,,,3.78,-0.0431,,,3.78,0.0975,,,3.78,-0.0096,,,3.78,0.048
3.79,-0.0101,,,3.79,-0.0476,,,3.79,0.0233,,,3.79,-0.0262,-0.0652,,,3.79,-0.0187,,,3.79,-0.0029,-0.0083,,,3.79,0.0725,0.0714,-0.029,,,3.79,0.0476,-0.0183,0.0474,0.1195,0.1165,,,3.79,-0.2591,,,3.79,0.0089,,,3.79,-0.031,,,3.79,0.0723,,,3.79,0.0243,,,3.79,0.0422
3.8,0.0475,,,3.8,-0.0043,,,3.8,0.0273,,,3.8,-0.0493,-0.0751,,,3.8,-0.0751,,,3.8,0.0006,0.0059,,,3.8,0.1171,0.0161,-0.1145,,,3.8,0.1164,0.002,-0.1031,-0.0383,-0.0458,,,3.8,0.2053,,,3.8,-0.0619,,,3.8,-0.072,,,3.8,0.0601,,,3.8,0.0143,,,3.8,0.0826
3.81,-0.0419,,,3.81,0.0349,,,3.81,-0.037,,,3.81,-0.0407,-0.1081,,,3.81,-0.1062,,,3.81,-0.0077,-0.0257,,,3.81,0.1469,0.0658,-0.173,,,3.81,0.1349,0.1875,0.1601,-0.0148,-0.0072,,,3.81,-0.2738,,,3.81,-0.2272,,,3.81,0.0021,,,3.81,-0.0219,,,3.81,-0.0206,,,3.81,0.0646
3.82,-0.0161,,,3.82,-0.0102,,,3.82,-0.0167,,,3.82,-0.0126,-0.121,,,3.82,0.0408,,,3.82,0.0169,0.0288,,,3.82,0.0285,0.0599,-0.1335,,,3.82,0.1732,-0.0338,-0.1863,-0.0192,0.0714,,,3.82,-0.0506,,,3.82,-0.0184,,,3.82,-0.0905,,,3.82,-0.0611,,,3.82,0.0681,,,3.82,-0.0151
3.83,-0.0492,,,3.83,-0.0081,,,3.83,0.0283,,,3.83,-0.0365,-0.1116,,,3.83,-0.0038,,,3.83,0.0134,-0.002,,,3.83,0.0715,0.0779,-0.1179,,,3.83,0.1822,-0.2635,-0.0671,0.0463,0.0714,,,3.83,-0.2285,,,3.83,-0.0483,,,3.83,-0.0446,,,3.83,0.0363,,,3.83,-0.0246,,,3.83,-0.0555
3.84,-0.0365,,,3.84,-0.0382,,,3.84,0.0195,,,3.84,0.0301,-0.0708,,,3.84,-0.0408,,,3.84,-0.0026,0.0145,,,3.84,0.03,0.0703,-0.1435,,,3.84,0.2327,0.0874,0.0432,0.0802,-0.0873,,,3.84,-0.0967,,,3.84,0.0522,,,3.84,-0.0616,,,3.84,-0.0958,,,3.84,-0.0067,,,3.84,-0.1242
3.85,-0.0178,,,3.85,-0.0117,,,3.85,-0.0188,,,3.85,0.0075,-0.1014,,,3.85,-0.0502,,,3.85,-0.0317,0.001,,,3.85,0.0998,0.0036,-0.1638,,,3.85,0.2381,-0.0868,-0.0165,-0.0309,0.0526,,,3.85,-0.1475,,,3.85,-0.1465,,,3.85,0.0087,,,3.85,-0.0193,,,3.85,-0.0676,,,3.85,-0.0386
3.86,-0.0071,,,3.86,-0.0915,,,3.86,-0.0638,,,3.86,0.0091,-0.0837,,,3.86,0.033,,,3.86,-0.0224,-0.0312,,,3.86,0.0106,0.0145,-0.1501,,,3.86,0.212,0.0204,0.1094,-0.1667,0.0065,,,3.86,0.0264,,,3.86,0.0316,,,3.86,0.0609,,,3.86,-0.009,,,3.86,-0.0212,,,3.86,0.0041
3.87,-0.0502,,,3.87,-0.0846,,,3.87,-0.0295,,,3.87,-0.0197,-0.0778,,,3.87,-0.038,,,3.87,-0.0016,-0.0251,,,3.87,0.0181,0.0382,-0.148,,,3.87,0.2525,0.0112,0.0738,0.0439,-0.0009,,,3.87,0.1337,,,3.87,0.3375,,,3.87,0.0646,,,3.87,-0.0892,,,3.87,-0.0595,,,3.87,-0.0418
3.88,-0.0485,,,3.88,-0.0315,,,3.88,-0.0022,,,3.88,-0.0428,-0.082,,,3.88,-0.0215,,,3.88,-0.0292,-0.0137,,,3.88,-0.0043,-0.0145,-0.128,,,3.88,0.2571,-0.0163,-0.0033,-0.0524,-0.0574,,,3.88,0.0447,,,3.88,0.0367,,,3.88,0.1052,,,3.88,-0.0599,,,3.88,-0.0441,,,3.88,-0.0223
3.89,-0.0038,,,3.89,-0.0915,,,3.89,-0.0108,,,3.89,-0.0179,-0.1379,,,3.89,-0.0073,,,3.89,-0.0389,-0.0072,,,3.89,0.0641,0.009,-0.1365,,,3.89,0.2639,0.0716,-0.0581,-0.0438,0.001,,,3.89,0.0964,,,3.89,0.1696,,,3.89,0.0557,,,3.89,-0.0084,,,3.89,-0.0694,,,3.89,-0.0392
3.9,-0.0373,,,3.9,0.0316,,,3.9,-0.0096,,,3.9,-0.0445,-0.0583,,,3.9,0.0017,,,3.9,-0.0387,0.0253,,,3.9,0.0239,-0.0092,-0.1008,,,3.9,0.2062,0.01,0.0177,-0.0508,-0.0486,,,3.9,-0.1279,,,3.9,-0.0103,,,3.9,0.1345,,,3.9,-0.0589,,,3.9,-0.1172,,,3.9,-0.0583
3.91,-0.1096,,,3.91,-0.0261,,,3.91,0.0108,,,3.91,-0.0333,-0.0313,,,3.91,-0.0645,,,3.91,-0.0741,-0.0226,,,3.91,0.0258,-0.0407,-0.1238,,,3.91,0.2377,0.0481,0.0498,-0.0617,0.129,,,3.91,-0.4795,,,3.91,0.1213,,,3.91,0.0636,,,3.91,-0.0492,,,3.91,-0.0042,,,3.91,0.036
3.92,0.0172,,,3.92,-0.0287,,,3.92,-0.0416,,,3.92,-0.0196,0.0285,,,3.92,-0.0655,,,3.92,-0.0049,0.0108,,,3.92,0.0118,0.0457,-0.1246,,,3.92,0.1964,-0.0814,-0.0428,-0.1109,-0.0831,,,3.92,-0.0136,,,3.92,0.15,,,3.92,0.0995,,,3.92,-0.1009,,,3.92,0.0125,,,3.92,-0.0428
3.93,0.0019,,,3.93,-0.0214,,,3.93,-0.0105,,,3.93,-0.0356,0.0499,,,3.93,-0.0333,,,3.93,-0.0021,0.0027,,,3.93,0.0333,-0.0032,-0.135,,,3.93,0.1876,0.0384,0.0194,-0.1209,0.1173,,,3.93,0.0553,,,3.93,0.0507,,,3.93,0.0927,,,3.93,-0.1458,,,3.93,-0.0197,,,3.93,0.0336
3.94,0.0147,,,3.94,-0.0327,,,3.94,-0.0001,,,3.94,0.0118,-0.01,,,3.94,0.0174,,,3.94,0.0068,0.0181,,,3.94,0.0406,0.0352,-0.1162,,,3.94,0.1542,-0.0274,0.0271,-0.048,0.0258,,,3.94,0.1878,,,3.94,0.0165,,,3.94,0.0799,,,3.94,-0.1803,,,3.94,0.041,,,3.94,0.0411
3.95,0.0111,,,3.95,-0.0032,,,3.95,0.0084,,,3.95,0.0182,0.0675,,,3.95,0.0643,,,3.95,0.0557,0.0011,,,3.95,0.0689,0.0214,-0.1492,,,3.95,0.1685,-0.0388,0.1199,-0.0227,-0.1315,,,3.95,-0.2289,,,3.95,-0.0404,,,3.95,0.0393,,,3.95,-0.1782,,,3.95,-0.0045,,,3.95,0.0617
3.96,0.0121,,,3.96,-0.0298,,,3.96,0.0364,,,3.96,-0.025,0.0029,,,3.96,0.0484,,,3.96,0.0105,-0.0016,,,3.96,0.1463,0.0295,-0.1705,,,3.96,0.109,-0.0774,-0.1231,-0.1547,-0.023,,,3.96,0.0153,,,3.96,0.1331,,,3.96,0.0123,,,3.96,-0.1187,,,3.96,0.0964,,,3.96,0.0627
3.97,-0.008,,,3.97,-0.0175,,,3.97,0.0246,,,3.97,-0.0203,0.0113,,,3.97,0.0865,,,3.97,0.06,0.0035,,,3.97,0.1319,0.1642,-0.1356,,,3.97,0.0908,0.0579,-0.0959,0.0334,0.0836,,,3.97,-0.1381,,,3.97,-0.0738,,,3.97,-0.0026,,,3.97,-0.1468,,,3.97,0.0822,,,3.97,-0.0102
3.98,0.0113,,,3.98,-0.0279,,,3.98,0.0455,,,3.98,-0.0404,0.0242,,,3.98,0.1203,,,3.98,0.0376,0.0376,,,3.98,0.1387,0.0818,-0.146,,,3.98,0.0642,-0.0564,-0.0182,-0.0776,0.0403,,,3.98,0.1601,,,3.98,0.1167,,,3.98,0.045,,,3.98,-0.071,,,3.98,0.0426,,,3.98,0.0387
3.99,-0.0949,,,3.99,0.0283,,,3.99,0.0097,,,3.99,-0.0498,0.0697,,,3.99,0.1046,,,3.99,0.0483,-0.0014,,,3.99,0.2273,0.1881,-0.1389,,,3.99,0.029,-0.0473,-0.0602,-0.0988,0.0134,,,3.99,-0.0053,,,3.99,-0.0187,,,3.99,-0.0046,,,3.99,-0.0838,,,3.99,0.02,,,3.99,0.0853
4,0.017,,,4,0.0544,,,4,-0.0003,,,4,-0.0037,-0.0133,,,4,-0.0203,,,4,0.0046,-0.0147,,,4,0.1584,0.1223,-0.1084,,,4,0.0317,0.0387,-0.1244,-0.0635,-0.0098,,,4,0.1216,,,4,-0.0696,,,4,0.0229,,,4,-0.0316,,,4,0.053,,,4,0.0758
4.01,-0.0321,,,4.01,-0.0244,,,4.01,-0.056,,,4.01,-0.0386,0.0949,,,4.01,0.0456,,,4.01,-0.0042,-0.0038,,,4.01,0.2877,0.1566,-0.1303,,,4.01,0.0088,0.1131,0.0263,0.0213,-0.0942,,,4.01,0.0203,,,4.01,-0.0924,,,4.01,-0.0557,,,4.01,-0.0398,,,4.01,0.0524,,,4.01,0.0455
4.02,0.0284,,,4.02,-0.0139,,,4.02,-0.0329,,,4.02,0.0815,0.0818,,,4.02,0.0323,,,4.02,0.0341,0.0056,,,4.02,0.2942,0.0818,-0.1031,,,4.02,0.0107,0.0837,-0.0368,-0.0694,0.0596,,,4.02,0.0821,,,4.02,0.3564,,,4.02,-0.0173,,,4.02,-0.0794,,,4.02,-0.0233,,,4.02,-0.1017
4.03,0.0035,,,4.03,-0.0051,,,4.03,0.0075,,,4.03,-0.0581,0.055,,,4.03,0.0052,,,4.03,-0.0037,-0.0304,,,4.03,0.2524,0.146,-0.1397,,,4.03,-0.0038,-0.0016,0.055,-0.0566,-0.0784,,,4.03,-0.1081,,,4.03,0.0369,,,4.03,-0.0003,,,4.03,-0.1309,,,4.03,-0.0011,,,4.03,-0.0854
4.04,-0.0238,,,4.04,-0.0731,,,4.04,-0.012,,,4.04,-0.0356,0.1192,,,4.04,-0.0387,,,4.04,-0.0097,-0.0594,,,4.04,0.2325,0.1493,-0.1026,,,4.04,0.0076,0.0209,0.1031,-0.0394,-0.0026,,,4.04,0.0412,,,4.04,-0.0971,,,4.04,-0.0098,,,4.04,-0.1303,,,4.04,-0.0008,,,4.04,-0.0958
4.05,0.0355,,,4.05,0.0234,,,4.05,-0.0283,,,4.05,-0.031,0.0995,,,4.05,-0.0084,,,4.05,0.0205,0.0121,,,4.05,0.2466,0.1342,-0.086,,,4.05,-0.0113,-0.0889,-0.0043,0.1174,0.0843,,,4.05,0.0749,,,4.05,-0.0476,,,4.05,-0.0396,,,4.05,0.0009,,,4.05,0.0356,,,4.05,-0.0323
4.06,0.0266,,,4.06,-0.0421,,,4.06,0.0106,,,4.06,-0.0101,0.0023,,,4.06,-0.0021,,,4.06,0.0058,-0.0245,,,4.06,0.1789,0.1241,-0.0659,,,4.06,-0.0066,-0.0788,-0.0807,-0.0388,-0.0564,,,4.06,-0.0332,,,4.06,-0.2116,,,4.06,0.0295,,,4.06,-0.0129,,,4.06,-0.0222,,,4.06,-0.0198
4.07,0.0253,,,4.07,-0.0006,,,4.07,0.0397,,,4.07,-0.0262,0.0791,,,4.07,0.0461,,,4.07,0.0047,0.0082,,,4.07,0.2477,0.1248,-0.0741,,,4.07,-0.046,-0.0378,0.0946,0.0113,0.0003,,,4.07,-0.0869,,,4.07,-0.1468,,,4.07,0.0591,,,4.07,0.065,,,4.07,-0.0359,,,4.07,-0.0344
4.08,0.0431,,,4.08,0.0377,,,4.08,-0.0079,,,4.08,-0.0234,-0.0262,,,4.08,-0.0064,,,4.08,-0.024,0.0076,,,4.08,0.1892,0.0574,-0.0281,,,4.08,-0.0818,0.1457,-0.0218,0.1215,0.1145,,,4.08,-0.1319,,,4.08,0.0336,,,4.08,0.095,,,4.08,0.0132,,,4.08,-0.0539,,,4.08,-0.0246
4.09,0.015,,,4.09,0.041,,,4.09,-0.0673,,,4.09,-0.0084,0.001,,,4.09,0.0149,,,4.09,0.0016,-0.0088,,,4.09,0.1511,0.1447,-0.028,,,4.09,-0.0364,-0.0264,0.1072,-0.0751,-0.1202,,,4.09,-0.0212,,,4.09,-0.0524,,,4.09,0.1115,,,4.09,0.0594,,,4.09,-0.0146,,,4.09,0.0053
4.1,0.0066,,,4.1,0.0211,,,4.1,-0.0424,,,4.1,-0.0037,0.0515,,,4.1,-0.0008,,,4.1,-0.0338,-0.0266,,,4.1,0.1062,0.1202,-0.0395,,,4.1,-0.0739,0.0222,0.0148,0.003,0.0344,,,4.1,0.041,,,4.1,0.1073,,,4.1,0.1133,,,4.1,0.064,,,4.1,-0.0414,,,4.1,-0.0289
4.11,-0.023,,,4.11,0.0114,,,4.11,0.0458,,,4.11,-0.0085,0.0106,,,4.11,-0.0038,,,4.11,-0.026,0.0118,,,4.11,0.0811,0.0977,-0.006,,,4.11,-0.0989,-0.0753,-0.1142,-0.0194,-0.0873,,,4.11,0.22,,,4.11,-0.0075,,,4.11,0.0898,,,4.11,0.063,,,4.11,-0.0813,,,4.11,0.0056
4.12,0.0341,,,4.12,0.005,,,4.12,0.0054,,,4.12,0.0003,0.0057,,,4.12,0.0749,,,4.12,-0.0418,-0.0008,,,4.12,-0.0662,0.1308,-0.0105,,,4.12,-0.111,-0.0028,-0.0084,0.0831,-0.0553,,,4.12,0.1192,,,4.12,-0.0195,,,4.12,0.0863,,,4.12,0.0041,,,4.12,-0.0322,,,4.12,-0.0448
4.13,0.0423,,,4.13,0.0293,,,4.13,0.0076,,,4.13,-0.0044,0.0061,,,4.13,-0.0681,,,4.13,0.0115,-0.0287,,,4.13,-0.1408,0.0983,-0.0233,,,4.13,-0.1268,-0.0393,0.0903,0.0309,-0.0164,,,4.13,0.2279,,,4.13,0.1849,,,4.13,0.1242,,,4.13,0.0673,,,4.13,0.0171,,,4.13,-0.0279
4.14,0.0298,,,4.14,-0.0043,,,4.14,-0.0368,,,4.14,-0.0201,0.0521,,,4.14,0.0126,,,4.14,-0.0217,-0.0253,,,4.14,-0.1068,0.1173,-0.0219,,,4.14,-0.1489,0.0438,-0.0395,-0.0069,0.044,,,4.14,-0.2554,,,4.14,0.0436,,,4.14,0.1018,,,4.14,0.0238,,,4.14,0.001,,,4.14,-0.0201
4.15,0.0464,,,4.15,0.0875,,,4.15,0.0054,,,4.15,-0.0369,0.0498,,,4.15,0.0409,,,4.15,-0.0279,0.0137,,,4.15,-0.129,0.0852,-0.0146,,,4.15,-0.1772,0.1207,-0.0406,0.1701,0.076,,,4.15,0.3425,,,4.15,0.4875,,,4.15,0.1158,,,4.15,-0.0581,,,4.15,0.0352,,,4.15,0.0195
4.16,0.0205,,,4.16,0.0621,,,4.16,0.0137,,,4.16,-0.0141,0.0762,,,4.16,-0.0479,,,4.16,-0.0187,-0.0113,,,4.16,-0.1634,0.0701,-0.0363,,,4.16,-0.2276,0.175,-0.0291,-0.0606,0.0518,,,4.16,0.0113,,,4.16,0.2423,,,4.16,0.1364,,,4.16,-0.0142,,,4.16,0.0728,,,4.16,0.0133
4.17,0.0138,,,4.17,0.0373,,,4.17,-0.0139,,,4.17,-0.0501,0.0067,,,4.17,-0.0305,,,4.17,-0.0282,-0.0291,,,4.17,-0.1697,0.0644,-0.0455,,,4.17,-0.2223,0.2286,-0.1192,-0.0619,-0.1008,,,4.17,-0.1638,,,4.17,0.0792,,,4.17,0.0815,,,4.17,-0.1054,,,4.17,0.0115,,,4.17,-0.0195
4.18,0.0718,,,4.18,-0.0123,,,4.18,0.0507,,,4.18,-0.081,0.0045,,,4.18,0.0304,,,4.18,-0.0372,0.0105,,,4.18,-0.1915,0.0924,-0.0318,,,4.18,-0.3163,0.0551,0.0618,0.0238,-0.0251,,,4.18,-0.3369,,,4.18,0.1461,,,4.18,0.1277,,,4.18,-0.0224,,,4.18,0.0572,,,4.18,0.0123
4.19,0.0847,,,4.19,0.0974,,,4.19,-0.0041,,,4.19,-0.0225,0.0356,,,4.19,0.0002,,,4.19,0.0172,-0.0137,,,4.19,-0.2133,0.038,0.0086,,,4.19,-0.3322,-0.0051,0.0254,-0.0965,-0.1505,,,4.19,-0.1221,,,4.19,0.0792,,,4.19,0.1505,,,4.19,-0.0212,,,4.19,0.0309,,,4.19,0.0344
4.2,0.0157,,,4.2,0.0233,,,4.2,-0.0497,,,4.2,-0.0302,0.0305,,,4.2,0.0173,,,4.2,-0.0185,-0.0027,,,4.2,-0.1779,0.1087,-0.0247,,,4.2,-0.3307,0.0423,-0.0319,-0.0514,-0.0655,,,4.2,-0.1475,,,4.2,0.2011,,,4.2,0.1382,,,4.2,0.0166,,,4.2,-0.0142,,,4.2,0.0095
4.21,0.0357,,,4.21,0.0047,,,4.21,-0.0271,,,4.21,-0.0551,0.0063,,,4.21,0.0328,,,4.21,-0.0009,-0.0095,,,4.21,-0.2204,0.0448,-0.0163,,,4.21,-0.3069,0.1122,-0.0292,0.106,-0.2477,,,4.21,-0.195,,,4.21,0.2618,,,4.21,0.1015,,,4.21,-0.0555,,,4.21,-0.0096,,,4.21,0.0263
4.22,0.0432,,,4.22,0.0035,,,4.22,-0.0381,,,4.22,-0.0885,0.0791,,,4.22,0.0014,,,4.22,0.0501,0.0265,,,4.22,-0.1853,0.0499,0.0157,,,4.22,-0.1933,0.0198,-0.2489,0.0293,-0.0165,,,4.22,0.0551,,,4.22,0.292,,,4.22,0.1587,,,4.22,-0.1409,,,4.22,-0.0873,,,4.22,0.0041
4.23,0.055,,,4.23,0.0452,,,4.23,0.0035,,,4.23,-0.0053,-0.0278,,,4.23,-0.0083,,,4.23,0.0036,-0.0182,,,4.23,-0.1964,0.1092,-0.0045,,,4.23,-0.1733,0.0232,0.1703,0.0333,0.0817,,,4.23,-0.0661,,,4.23,0.0643,,,4.23,0.1551,,,4.23,-0.1053,,,4.23,-0.0792,,,4.23,-0.0448
4.24,0.0355,,,4.24,0.0371,,,4.24,0.038,,,4.24,0.0086,-0.0317,,,4.24,0.0147,,,4.24,0.029,-0.0114,,,4.24,-0.2108,-0.0201,-0.0061,,,4.24,-0.1047,0.0601,0.19,0.1113,0.1025,,,4.24,-0.2993,,,4.24,0.086,,,4.24,0.1484,,,4.24,-0.1033,,,4.24,-0.1444,,,4.24,-0.0537
4.25,0.0619,,,4.25,-0.0486,,,4.25,-0.007,,,4.25,0.0354,0.0157,,,4.25,-0.0247,,,4.25,0.0028,-0.007,,,4.25,-0.2233,0.0073,-0.0631,,,4.25,-0.0544,0.0272,-0.1524,0.0971,-0.0473,,,4.25,-0.0783,,,4.25,0.0229,,,4.25,0.1004,,,4.25,-0.1209,,,4.25,-0.0372,,,4.25,0.044
4.26,0.0759,,,4.26,0.0309,,,4.26,0.0212,,,4.26,-0.0229,-0.0707,,,4.26,0.0678,,,4.26,0.0236,0.0007,,,4.26,-0.2183,-0.0101,-0.0625,,,4.26,-0.0236,-0.0856,-0.0233,-0.028,0.1619,,,4.26,0.0559,,,4.26,-0.2134,,,4.26,0.0163,,,4.26,-0.0723,,,4.26,-0.0148,,,4.26,0.0404
4.27,0.0125,,,4.27,0.0625,,,4.27,-0.0283,,,4.27,-0.0523,-0.0168,,,4.27,-0.017,,,4.27,0.0266,-0.0121,,,4.27,-0.175,0.0104,-0.0506,,,4.27,0.0192,0.0834,0.0275,0.14,0.0214,,,4.27,0.0577,,,4.27,-0.2377,,,4.27,0.1058,,,4.27,-0.1692,,,4.27,-0.0139,,,4.27,0.0046
4.28,0.0309,,,4.28,0.0287,,,4.28,-0.0079,,,4.28,-0.0395,-0.015,,,4.28,0.0075,,,4.28,0.0619,0.0107,,,4.28,-0.216,-0.0376,-0.0436,,,4.28,0.0039,-0.0609,-0.1836,0.0642,0.0286,,,4.28,0.0707,,,4.28,-0.047,,,4.28,0.0482,,,4.28,-0.0433,,,4.28,-0.0017,,,4.28,0.0234
